City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
broome,20,PF,1597019060,45,-17.73,-149.15,303.15,8.2
broome,90,US,1597019061,87,57.05,-135.33,286.15,9.3
broome,0,RU,1597019062,57,60.37,93.04,290.17,0.37
broome,100,IN,1597019063,96,13.7,75.23,293.07,2.36
broome,19,RU,1597019064,70,58.45,92.17,291.11,1.22
broome,36,AU,1597018822,99,-33.65,115.33,284.26,7.04
broome,95,RU,1597019066,75,63.05,179.32,285.83,2.09
broome,2,AU,1597019066,93,-42.78,147.06,277.59,0.98
broome,0,EG,1597019069,47,28.42,30.78,300.45,4.13
broome,0,EG,1597019070,78,31.35,27.25,298.15,3.88
broome,90,AR,1597019071,93,-38.0,-57.56,283.15,5.1
broome,96,CO,1597019072,79,5.49,-70.41,297.64,1.1
broome,40,US,1597019073,45,57.79,-152.41,291.15,9.3
broome,100,RU,1597019074,91,66.56,67.8,281.21,5.46
broome,1,US,1597018826,32,45.52,-122.68,302.04,4.1
broome,87,PG,1597019076,70,-2.57,150.8,301.62,1.4
broome,75,JP,1597019077,84,35.13,140.3,304.26,2.1
broome,30,RE,1597019079,59,-21.36,55.77,289.15,4.1
broome,90,AU,1597019080,58,-28.87,153.57,288.15,7.7
broome,40,US,1597018974,69,39.95,-75.16,302.04,3.1
broome,93,CD,1597019082,91,0.05,18.26,295.15,1.92
broome,99,TD,1597019083,92,13.47,22.2,293.93,3.03
broome,38,BR,1597019084,72,-16.85,-42.07,292.38,1.25
broome,100,NZ,1597019085,87,-46.19,168.86,284.26,7.6
broome,90,CA,1597019086,87,69.45,-133.04,282.15,8.7
broome,25,BR,1597019087,94,-5.2,-35.46,295.15,2.1
broome,84,GL,1597019089,81,60.92,-46.05,281.15,4.1
broome,1,US,1597019090,63,40.67,-123.92,298.15,3.6
broome,55,PG,1597019091,85,-10.62,150.67,299.34,3.8
broome,40,JM,1597019092,70,18.45,-78.17,304.15,8.7
broome,71,SA,1597019093,88,18.22,42.51,293.15,2.1
broome,91,NZ,1597019094,87,-46.6,168.33,284.26,7.6
broome,90,AU,1597019095,75,-36.23,149.13,278.15,6.7
broome,90,US,1597018988,78,19.73,-155.09,299.15,3.6
broome,31,RU,1597019097,90,61.01,35.48,289.65,3.21
broome,45,PF,1597019099,87,-22.43,-151.33,297.14,4.15
broome,24,TZ,1597019100,60,-6.37,31.04,289.8,0.7
broome,75,JP,1597019101,84,26.18,127.76,303.15,9.3
broome,75,US,1597019069,51,21.32,-158.01,303.15,4.6
broome,75,NO,1597019103,87,71.0,24.66,284.15,11.3
broome,40,AU,1597019104,100,-38.18,144.47,284.26,3.1
broome,75,RU,1597019105,71,64.38,-173.3,285.15,6.0
broome,100,NO,1597019106,63,67.67,12.69,285.15,0.76
broome,82,PH,1597019107,81,5.55,120.91,302.08,4.88
broome,22,CL,1597019109,74,-25.4,-70.48,287.65,2.33
broome,100,NO,1597019110,88,70.37,31.11,283.96,10.17
broome,12,BR,1597019111,87,-9.01,-35.22,296.01,5.82
broome,100,LK,1597019112,71,7.71,81.69,300.11,3.14
broome,40,JP,1597019113,79,33.73,135.98,303.15,3.6
broome,42,MR,1597019114,35,20.52,-13.05,307.65,7.06
broome,76,CA,1597019115,66,44.65,-63.57,295.93,2.61
broome,100,TR,1597019117,83,40.08,29.51,294.15,1.0
broome,95,EC,1597019118,90,-0.74,-90.35,293.15,0.89
broome,59,RU,1597019119,85,50.68,156.12,286.3,1.25
broome,100,IN,1597019120,90,15.25,75.25,294.57,5.61
broome,90,CA,1597019121,86,70.47,-68.59,278.15,8.7
broome,2,ZA,1597019122,50,-33.59,26.89,288.54,9.37
broome,5,BR,1597019123,71,-24.79,-50.01,286.92,2.26
broome,5,BR,1597019125,85,-22.97,-42.03,294.81,8.48
broome,13,BR,1597019126,78,-2.92,-39.92,298.99,6.71
broome,0,BR,1597018928,93,-29.68,-53.81,291.15,3.1
broome,90,US,1597018838,87,71.29,-156.79,279.15,4.6
broome,38,ID,1597019129,74,-8.16,113.45,298.34,0.62
broome,86,FI,1597019130,80,66.71,27.43,283.5,4.95
broome,100,RU,1597019131,96,69.3,139.9,276.38,2.62
broome,90,MX,1597019132,83,18.73,-103.68,298.15,5.1
broome,4,PE,1597019133,82,-13.7,-76.22,289.26,4.6
broome,75,LK,1597019135,100,6.8,81.48,298.15,1.0
broome,16,GL,1597019136,72,72.79,-56.15,277.4,1.5
broome,20,UZ,1597019137,53,40.43,71.72,296.15,3.1
broome,1,US,1597019000,88,41.28,-70.1,295.15,2.6
broome,69,YE,1597019139,60,15.17,44.32,290.31,1.91
broome,100,CF,1597019140,94,3.87,17.99,294.67,0.88
broome,64,TL,1597019142,67,-8.93,125.41,293.69,0.64
broome,18,CI,1597019143,96,6.73,-3.5,292.82,1.31
broome,99,PH,1597019145,81,11.0,122.67,301.26,2.0
broome,1,US,1597019063,6,37.1,-113.58,312.04,6.7
broome,90,RU,1597018866,93,57.51,72.4,290.33,3.47
broome,40,ZA,1597018906,93,-33.93,18.42,287.59,3.6
broome,75,CA,1597019066,77,55.74,-97.86,288.15,9.3
broome,90,MA,1597019150,83,35.17,-2.93,299.15,0.5
broome,0,LY,1597018873,74,32.88,13.19,298.34,2.26
broome,36,RU,1597019153,80,50.76,59.54,286.57,5.09
broome,40,AU,1597019052,72,-28.77,114.6,290.15,9.8
broome,100,LK,1597019155,76,8.57,81.23,300.25,7.83
broome,40,GT,1597019156,70,14.51,-92.19,305.15,2.6
broome,0,NA,1597019157,56,-24.83,16.98,279.65,4.13
broome,60,RU,1597019158,65,65.58,-171.0,283.59,3.8
broome,1,US,1597019052,55,39.18,-84.53,303.15,3.1
broome,100,BD,1597019161,90,22.29,89.96,300.44,3.4
broome,100,GL,1597019162,93,65.61,-37.64,279.15,2.6
broome,98,ID,1597018865,71,-0.95,100.35,298.74,1.89
broome,95,KG,1597019164,64,42.73,78.36,286.09,0.95
broome,1,US,1597019165,74,41.37,-73.41,299.82,3.6
broome,20,PT,1597019166,77,37.73,-25.67,293.15,3.6
broome,26,MG,1597019167,80,-13.2,49.05,290.42,1.48
broome,90,US,1597019169,69,42.1,-79.24,298.15,2.1
broome,40,BR,1597018922,88,-9.67,-35.74,295.15,1.0
broome,40,PT,1597019171,73,32.67,-17.1,296.15,3.1
broome,90,US,1597019172,87,55.34,-131.65,288.15,5.1
broome,15,AR,1597019173,66,-39.03,-67.58,283.15,3.6
broome,84,ET,1597019174,80,7.13,40.7,288.14,4.16
broome,89,NZ,1597019175,65,-46.28,169.85,285.37,6.71
broome,75,RU,1597019034,78,43.6,39.73,297.15,3.0
broome,100,GW,1597019178,84,11.28,-15.83,299.7,8.5
broome,15,ML,1597019179,13,20.2,1.01,307.31,4.06
broome,1,US,1597019180,21,35.5,-119.27,312.04,4.6
broome,0,AF,1597019181,26,30.15,62.6,299.66,3.49
broome,9,RU,1597019182,93,55.75,38.0,290.93,1.0
broome,22,PT,1597019183,74,39.05,-27.98,294.89,2.1
broome,0,MX,1597019184,49,27.98,-114.06,299.06,8.75
broome,1,US,1597019185,63,40.6,-124.16,298.15,3.6
broome,0,RU,1597019186,89,57.15,41.47,283.03,1.98
broome,79,KI,1597019188,75,3.07,172.79,301.45,7.73
broome,75,AU,1597019189,93,-33.87,121.9,284.15,7.7
broome,5,MX,1597019190,35,22.89,-109.91,305.15,1.5
broome,2,BR,1597019191,82,-19.23,-40.85,291.57,1.48
broome,85,RU,1597019192,73,62.67,131.17,289.79,1.56
broome,65,SO,1597019193,78,2.04,45.34,297.21,7.52
broome,5,RU,1597019194,59,57.26,103.75,290.68,1.72
broome,100,IN,1597019195,86,25.85,85.78,300.88,3.3
broome,20,US,1597019196,77,31.58,-90.44,303.15,1.22
broome,93,AU,1597019198,79,-34.58,150.86,287.59,4.47
broome,100,IN,1597019199,90,15.78,80.32,297.96,7.73
broome,0,BO,1597019200,35,-20.46,-66.83,280.53,3.01
broome,70,US,1597019201,79,30.82,-88.07,303.15,2.21
broome,89,UY,1597019202,88,-33.23,-54.38,291.65,3.27
broome,75,MM,1597019203,74,22.03,96.47,301.15,2.6
broome,0,AU,1597019204,38,-20.73,139.5,289.15,3.6
broome,75,AU,1597019205,93,-24.87,113.63,290.15,5.1
broome,90,PH,1597019206,83,18.47,120.58,300.15,6.2
broome,25,UA,1597019207,77,45.03,35.1,292.82,3.2
broome,0,IR,1597019209,55,37.04,45.1,289.15,3.1
broome,69,AR,1597019210,75,-45.87,-67.5,278.15,4.1
broome,0,MW,1597019211,58,-15.79,35.01,285.5,1.2
broome,13,ET,1597019212,68,11.74,41.09,300.5,6.3
broome,29,RU,1597019213,82,59.7,30.79,291.48,3.0
broome,100,CM,1597019214,98,2.93,11.98,291.94,1.74
broome,75,MU,1597019215,52,-20.41,57.7,293.15,5.1
broome,99,RU,1597019216,66,70.63,147.92,279.93,5.03
broome,37,ES,1597019217,61,40.42,0.43,297.04,0.45
broome,1,US,1597019218,83,38.89,-76.51,301.48,3.6
broome,1,US,1597019220,83,28.41,-80.6,303.15,1.5
broome,1,US,1597018933,66,30.37,-88.56,304.15,1.5
broome,68,UA,1597019222,78,48.84,27.27,293.15,2.68
broome,100,RU,1597019223,97,53.13,132.9,286.03,1.85
broome,52,RU,1597019224,71,71.97,102.5,282.71,5.49
broome,0,ZA,1597019225,63,-34.0,24.73,286.48,5.16
broome,100,JP,1597019226,88,42.97,140.51,294.48,2.21
broome,90,CO,1597019227,90,8.32,-73.15,293.74,1.19
broome,77,GN,1597019229,97,10.04,-10.74,294.25,3.08
broome,91,RU,1597019230,72,58.96,126.29,291.16,0.66
broome,20,ES,1597019174,73,28.96,-13.55,296.15,9.3
broome,6,LY,1597019232,31,27.04,14.43,304.19,8.94
broome,1,US,1597019233,68,46.19,-123.83,295.93,8.2
broome,0,ID,1597018991,68,-8.11,115.09,299.96,0.8
broome,99,RU,1597019235,84,69.7,170.31,277.24,3.43
broome,99,IN,1597019236,88,22.35,82.68,298.66,1.44
broome,87,CA,1597019238,62,66.15,-65.71,279.8,1.54
broome,75,MU,1597019239,52,-20.52,57.52,293.15,5.1
broome,0,AU,1597019240,71,-32.5,137.77,285.37,4.6
broome,0,RU,1597019241,82,50.63,38.69,289.37,1.71
broome,75,VU,1597019242,70,-13.88,167.55,302.15,1.0
broome,3,BR,1597019243,72,-30.18,-50.21,290.04,4.42
broome,0,LY,1597019244,60,29.03,21.55,298.57,4.75
broome,34,PK,1597019245,80,26.0,63.04,301.74,1.09
broome,40,IS,1597019246,67,66.04,-17.34,288.15,7.7
broome,75,VU,1597019247,74,-19.55,169.27,300.15,3.1
broome,0,BW,1597019249,36,-23.08,26.7,287.21,2.15
broome,100,IN,1597019250,85,16.98,73.3,299.57,5.05
broome,100,IN,1597019251,81,23.57,70.63,301.32,5.72
broome,75,CA,1597019252,56,62.46,-114.35,293.15,6.7
broome,3,AU,1597019253,76,-34.73,135.87,285.51,6.85
broome,88,NC,1597019254,67,-20.57,164.28,298.35,5.72
broome,90,US,1597019006,65,21.44,-157.84,303.15,8.2
broome,20,EC,1597019256,69,-1.83,-80.23,298.15,6.7
broome,4,LV,1597019257,93,56.89,21.19,291.15,2.1
broome,41,ID,1597019258,88,-3.8,102.27,297.4,2.52
broome,1,CN,1597019259,90,32.44,105.82,295.37,0.51
broome,29,CL,1597019261,59,-22.09,-70.2,288.57,3.02
broome,100,RU,1597019262,88,69.38,178.42,277.01,6.51
broome,97,RU,1597019263,93,67.68,53.15,281.38,2.43
broome,75,BD,1597019264,88,22.2,92.23,300.15,2.1
broome,97,UY,1597019265,66,-32.68,-57.63,295.93,0.89
broome,90,RU,1597019045,100,66.42,112.4,282.15,1.0
broome,17,CD,1597019267,43,-8.74,24.99,291.37,1.6
broome,0,BY,1597019268,92,53.88,25.3,289.81,1.75
broome,0,AF,1597019269,36,36.13,68.71,295.54,0.42
broome,0,MZ,1597019270,35,-25.05,33.64,292.61,6.53
broome,2,BR,1597019272,83,-5.79,-35.21,297.15,3.1
broome,0,BR,1597019273,44,-7.6,-43.03,298.59,3.49
broome,98,MV,1597019274,77,2.67,72.89,301.11,4.42
broome,0,IT,1597019275,88,40.84,8.4,296.48,0.5
broome,100,RU,1597019048,96,58.86,60.81,286.16,4.78
broome,40,CA,1597019106,56,48.93,-125.55,294.15,3.1
broome,29,NO,1597019278,93,63.73,8.83,283.15,2.6
broome,11,IR,1597019279,18,32.19,48.24,303.47,2.36
broome,0,AF,1597019280,22,32.83,66.0,295.18,2.85
broome,100,RU,1597019282,96,58.76,59.55,284.8,4.74
broome,90,RU,1597019283,100,69.49,88.4,284.15,6.0
broome,75,JP,1597019284,100,43.32,145.57,292.15,1.5
broome,99,CD,1597019285,47,-4.05,19.53,300.2,1.15
broome,0,RU,1597019286,92,58.34,44.76,281.09,2.41
broome,93,SS,1597019287,96,4.57,28.4,292.82,0.45
broome,62,RU,1597019288,90,61.73,30.68,287.46,3.63
broome,3,AU,1597019105,53,-16.92,145.77,299.26,5.1
broome,37,CV,1597019290,80,14.9,-24.5,298.1,2.72
broome,65,SB,1597019292,66,-10.45,161.92,302.89,4.36
broome,5,BR,1597019293,86,-1.2,-46.02,298.4,2.92
broome,75,OM,1597019294,83,17.02,54.09,299.15,1.5
broome,1,US,1597019136,9,41.53,-109.47,303.15,10.8
broome,100,CL,1597019296,87,-29.95,-71.34,285.15,0.5
broome,3,CN,1597019297,76,31.77,104.72,299.66,1.43
broome,98,AR,1597019274,67,-42.77,-65.04,281.35,8.97
broome,20,MN,1597019299,81,47.91,106.88,285.15,1.0
broome,0,ZA,1597019301,71,-28.78,32.04,291.37,4.19
broome,75,GE,1597019302,94,42.08,42.52,296.15,2.1
broome,100,IN,1597019303,90,23.2,81.97,297.81,0.46
broome,0,PF,1597019304,74,-16.48,-151.75,298.46,8.29
broome,33,CN,1597019305,51,36.62,101.77,289.22,1.22
broome,0,TR,1597019306,64,37.85,40.67,296.15,2.1
broome,0,NA,1597019307,77,-28.55,16.43,285.32,3.31
broome,97,CO,1597019308,95,3.87,-67.92,296.6,0.43
broome,84,FR,1597019309,73,44.5,0.67,297.59,3.1
broome,90,PE,1597019164,82,-12.04,-77.03,289.15,4.1
broome,40,GA,1597019312,83,-0.72,8.78,298.15,6.17
broome,100,CA,1597019207,83,54.23,-125.75,284.72,1.9
broome,1,US,1597019314,28,44.06,-103.15,301.15,5.1
broome,51,IN,1597019315,49,34.17,77.58,289.19,2.41
broome,0,MZ,1597019316,83,-14.8,36.54,285.94,1.26
broome,100,RU,1597019317,88,68.75,161.3,279.86,3.95
broome,75,JP,1597019318,52,36.13,137.25,306.15,4.6
broome,60,CD,1597019319,67,-4.85,21.57,296.45,0.93
broome,75,ES,1597019320,73,28.66,-17.92,297.15,7.7
broome,75,JP,1597019322,74,31.6,131.37,303.15,8.2
broome,87,VN,1597019323,85,10.93,108.1,299.31,3.09
broome,83,IN,1597019324,84,20.71,70.98,300.61,5.7
broome,99,NG,1597019325,86,7.32,9.0,296.26,3.29
broome,0,FI,1597019326,86,61.05,25.43,288.15,0.89
broome,24,GF,1597019327,87,5.38,-52.95,298.99,4.45
broome,0,IR,1597019328,18,33.6,56.92,307.15,2.1
broome,70,BR,1597019329,51,-7.71,-66.98,300.24,0.39
broome,40,ID,1597019330,94,-3.01,114.39,297.15,1.5
broome,98,CL,1597019332,79,-37.62,-73.65,281.76,6.78
broome,77,KE,1597019333,74,-0.45,39.64,296.04,7.43
broome,99,AU,1597019334,86,-35.72,150.18,281.48,2.24
broome,0,BR,1597019335,65,-3.75,-39.78,296.78,2.57
broome,60,RU,1597019336,39,65.75,150.85,296.36,2.76
broome,93,NZ,1597019337,87,-46.13,167.68,284.26,7.6
broome,0,PT,1597019338,47,37.03,-7.84,298.15,1.5
broome,20,ID,1597019339,88,-6.34,106.1,299.15,1.5
broome,37,GF,1597019340,88,4.93,-52.33,300.15,1.5
broome,84,NO,1597019341,87,68.44,17.43,283.15,4.1
broome,75,RU,1597019343,72,64.75,177.48,288.15,3.0
broome,7,BR,1597019344,86,-8.9,-35.15,296.36,5.98
broome,62,AO,1597019345,86,-12.58,13.41,292.33,1.37
broome,74,CN,1597019346,71,36.6,114.47,301.98,2.53
broome,100,IN,1597019347,78,10.57,72.64,300.84,9.22
broome,75,MM,1597019348,94,16.76,96.53,299.15,2.6
broome,52,RU,1597019349,93,58.16,28.19,289.15,1.24
broome,5,BW,1597019350,37,-18.37,21.85,286.71,0.53
broome,40,KZ,1597019351,82,49.69,83.29,287.15,0.87
broome,18,AO,1597019352,88,-6.13,12.37,295.47,3.02
broome,100,IN,1597019353,84,15.4,73.8,299.34,5.16
broome,24,MA,1597019355,59,29.58,-9.5,297.99,0.66
broome,100,GM,1597019356,95,13.35,-15.75,297.55,2.56
broome,99,PH,1597019357,81,8.0,124.29,298.71,0.89
broome,0,NU,1597019358,57,-19.06,-169.92,299.15,4.1
broome,0,BR,1597019359,38,-7.02,-45.48,298.31,1.98
broome,22,RU,1597019360,53,57.84,108.35,293.16,1.97
broome,100,NE,1597019361,70,13.21,12.02,299.63,7.42
broome,98,PG,1597019362,63,-6.32,155.48,300.86,0.75
broome,99,IS,1597019363,96,64.89,-23.71,284.31,6.29
broome,8,AU,1597019364,100,-37.83,140.77,280.15,2.1
broome,100,MX,1597019366,71,19.93,-105.25,301.49,1.07
broome,75,IN,1597019114,88,18.98,73.1,301.15,4.6
broome,68,LR,1597019368,82,6.3,-10.8,297.5,3.5
broome,32,GB,1597019369,87,60.4,-1.35,285.15,2.6
broome,91,FR,1597019370,88,44.88,-0.52,296.48,2.1
broome,10,RU,1597019371,68,58.07,93.03,291.64,1.25
broome,75,JP,1597019372,84,35.73,140.83,304.26,1.0
broome,92,MX,1597019374,68,17.96,-102.2,302.76,2.13
broome,99,RU,1597019375,84,52.42,136.49,289.97,0.84
broome,100,RU,1597019376,83,68.53,146.42,280.43,6.83
broome,53,TZ,1597019377,89,-2.73,36.68,287.16,3.43
broome,75,BR,1597019379,83,-15.86,-38.88,295.15,1.0
broome,1,US,1597019380,72,43.37,-124.22,300.93,10.8
broome,8,NO,1597019381,92,70.98,25.97,283.77,7.37
broome,38,PE,1597019362,85,-10.58,-75.4,288.04,0.88
broome,100,GL,1597019383,86,69.22,-51.1,276.15,0.5
broome,0,PF,1597019384,72,-16.78,-151.5,298.97,8.15
broome,20,CA,1597019117,77,47.67,-52.73,292.59,8.7
broome,40,US,1597019387,55,20.89,-156.47,304.15,10.3
broome,0,RU,1597019388,47,47.12,43.89,292.45,3.68
broome,1,RO,1597019389,83,46.43,26.4,290.93,1.71
broome,98,FO,1597019390,93,62.23,-6.59,284.15,3.1
broome,40,TR,1597019391,73,41.31,28.68,298.15,7.7
broome,8,BR,1597019392,85,-10.41,-36.43,295.99,5.11
broome,30,CD,1597019394,51,-6.75,23.95,294.53,0.85
broome,100,RU,1597019395,47,67.45,153.68,291.88,2.85
broome,20,US,1597019255,37,37.34,-121.89,307.04,5.7
broome,84,CN,1597019397,16,42.8,93.45,302.2,4.66
broome,79,ID,1597019398,77,-3.43,119.34,299.77,0.81
broome,20,KZ,1597019399,68,52.5,73.1,292.01,4.02
broome,90,CA,1597019400,78,48.77,-80.68,299.15,2.1
broome,78,CD,1597019401,60,-6.13,24.48,293.73,0.36
broome,100,GL,1597019403,81,60.72,-46.03,281.15,4.1
broome,1,RU,1597019405,66,44.04,39.15,296.65,3.51
broome,100,ID,1597019406,63,-0.95,122.79,302.42,0.63
broome,100,RU,1597019407,94,42.9,133.91,293.47,2.28
broome,0,TM,1597019408,25,38.44,57.43,301.69,2.45
broome,100,RU,1597019409,63,59.12,159.97,287.67,2.89
broome,98,ES,1597019410,96,43.27,-7.54,290.93,1.34
broome,0,BO,1597019412,69,-17.8,-63.17,297.15,2.1
broome,36,ET,1597019413,82,5.78,36.57,289.05,1.14
broome,40,PE,1597019414,83,-8.48,-74.81,300.15,1.0
broome,100,CD,1597019415,41,-9.2,25.85,292.36,1.33
broome,51,BR,1597019416,58,-2.59,-51.95,300.63,1.8
broome,0,ES,1597019417,37,39.49,-1.1,295.37,1.37
broome,100,FR,1597019418,73,46.42,3.91,294.15,1.3
broome,41,PE,1597019420,84,-7.84,-79.15,288.86,2.28
broome,32,TZ,1597019421,78,-7.91,39.67,296.78,4.39
broome,20,BR,1597019422,63,-3.35,-64.71,299.45,0.43
broome,75,GT,1597019423,69,14.76,-90.99,297.15,6.2
broome,96,RU,1597019424,90,64.92,77.78,285.93,6.97
broome,100,GN,1597019425,94,11.75,-13.2,296.63,1.38
broome,90,KR,1597019323,100,37.57,126.98,299.15,2.61
broome,100,NO,1597019428,78,68.56,14.91,284.26,1.34
broome,88,GB,1597019337,82,53.41,-2.98,291.15,4.1
broome,20,YE,1597019430,48,14.4,46.47,300.08,2.24
broome,0,DZ,1597019431,49,36.1,0.42,297.89,2.46
broome,100,PH,1597019432,66,10.67,122.95,302.63,0.81
broome,100,RU,1597019433,95,63.19,64.42,284.73,5.96
broome,15,PK,1597019435,50,29.64,70.6,307.5,4.35
broome,13,ID,1597019436,68,-9.66,120.26,300.23,1.97
broome,100,NZ,1597019437,77,-39.48,175.67,279.84,3.68
broome,0,CN,1597019438,45,40.81,114.88,296.79,1.44
broome,100,NE,1597019439,81,14.51,6.76,296.72,0.62
broome,0,IR,1597019440,27,35.57,53.4,298.9,2.18
broome,0,AU,1597019442,43,-25.24,130.99,286.15,2.6
broome,75,US,1597019443,59,64.86,-147.8,292.59,2.1
broome,98,GB,1597019444,100,58.97,-3.3,285.37,4.6
broome,100,NI,1597019445,92,12.79,-85.12,297.38,3.8
broome,90,RU,1597019446,100,66.0,111.5,282.15,1.0
broome,0,AO,1597019447,85,-15.2,12.15,288.26,1.87
broome,40,US,1597019449,61,21.5,-158.02,303.15,8.7
broome,18,SB,1597019450,69,-8.14,159.59,302.71,3.97
broome,100,RU,1597019451,85,65.98,60.31,281.29,1.45
broome,0,NA,1597019452,76,-26.65,15.16,285.15,3.6
broome,69,ES,1597019453,83,42.78,-9.06,292.04,1.79
broome,0,RU,1597019454,85,51.5,44.48,286.32,2.8
broome,0,NA,1597019455,23,-22.45,18.97,282.15,1.0
broome,31,ID,1597019456,81,3.3,117.63,299.66,0.34
broome,75,GP,1597019457,74,16.33,-61.7,301.15,2.6
broome,57,LR,1597019459,97,6.07,-8.13,293.05,1.17
broome,0,CL,1597019460,99,-32.83,-70.6,284.26,0.15
broome,20,US,1597019461,66,36.08,-87.39,303.15,2.25
broome,93,BR,1597019462,85,-0.61,-47.36,299.5,5.3
broome,1,US,1597019463,66,42.47,-96.41,303.71,4.6
broome,42,ID,1597019464,66,-0.87,134.08,302.24,2.0
broome,100,PG,1597019465,63,-2.02,147.27,302.79,1.04
broome,100,RU,1597019466,70,60.47,166.1,286.74,4.05
broome,100,NE,1597019467,32,19.75,10.25,304.61,7.27
broome,2,AU,1597019469,80,-38.27,141.97,283.76,4.74
broome,20,US,1597019227,30,39.73,-121.84,311.15,4.1
broome,88,LK,1597019471,86,5.95,80.54,298.76,5.01
broome,68,FR,1597019472,81,45.92,6.69,288.71,1.22
broome,100,MM,1597019473,97,25.38,97.4,297.02,0.57
broome,0,US,1597019474,79,41.14,-73.36,298.71,4.65
broome,0,AU,1597019476,37,-20.02,148.23,295.37,3.1
